Date,Open,High,Low,Close,Adj Close,Volume
2000-02-23,63.238628,65.649345,62.459408,64.285706,51.606503,6691645
2000-02-24,65.746742,66.428566,64.285706,64.577911,51.841087,3790866
2000-02-25,64.797066,66.112007,64.042198,64.334404,51.645607,4275648
2000-02-28,62.362003,63.262978,60.730511,63.141224,50.687763,6136691
2000-02-29,64.042198,64.943176,62.459408,64.407455,51.704247,7087296
2000-03-01,65.405838,70.032455,65.405838,68.327911,54.851460,16655358
2000-03-02,70.592522,72.516228,69.642845,72.516228,58.213703,7627830
2000-03-03,72.491875,74.756485,71.688301,73.709404,59.171555,9152044
2000-03-06,75.511353,75.974014,68.668823,71.590897,57.470886,11081636
2000-03-07,72.053558,72.662331,70.616875,72.564926,58.252808,7342357
2000-03-08,70.397720,71.103889,67.207787,67.451286,54.147739,7327530
2000-03-09,67.475639,68.376617,66.939926,68.060059,54.636444,4750368
2000-03-10,70.982132,75.974014,70.616875,75.730507,60.794037,19168914
2000-03-13,75.730507,75.730507,75.730507,75.730507,60.794037,10508762
2000-03-14,72.321419,74.610382,71.420448,73.246742,58.800137,7403754
2000-03-15,70.129860,71.249992,68.693176,69.009727,55.398808,9122384
2000-03-16,66.647720,66.720772,63.555187,64.480515,51.762894,16465926
2000-03-17,67.183434,70.008110,65.771095,68.595772,55.066498,12250362
2000-03-20,68.595772,70.470772,68.206161,69.155838,55.516098,5064368
2000-03-21,68.181808,68.547066,62.215900,64.042198,51.411026,11020633
2000-03-22,67.426941,67.694794,63.944798,64.748367,51.977924,9870592
2000-03-23,66.331161,66.964279,65.064926,66.258110,53.189892,6165803
2000-03-24,67.816551,69.764603,66.720772,68.522720,55.007847,12528881
2000-03-27,66.964279,68.985382,66.282455,67.938301,54.538700,5290465
2000-03-28,68.668823,69.910706,68.279213,69.764603,56.004784,4408340
2000-03-29,68.839279,69.253235,65.990250,65.990250,52.974857,5908204
2000-03-30,60.146095,61.582783,58.563305,59.196423,47.521004,20742839
2000-03-31,56.420448,57.443172,53.206161,56.834408,45.624847,18276494
2000-04-03,56.834408,56.980511,51.136356,51.793823,41.578426,9444966
2000-04-04,50.235382,55.275967,49.918823,53.985382,43.337734,14498968
2000-04-05,55.227264,57.394474,52.597397,57.370121,46.054897,18763770
2000-04-06,60.048695,63.311680,60.048695,63.311680,50.824593,12273573
2000-04-07,66.477264,67.207787,63.847393,65.259735,52.388420,15146248
2000-04-10,66.696419,66.939926,63.214275,64.967522,52.153843,7684455
2000-04-11,60.462654,61.339279,58.952915,60.389603,48.478844,9549951
2000-04-12,60.438305,61.217525,58.051941,58.198044,46.719524,6723111
2000-04-13,55.982136,60.146095,55.324669,59.415577,47.696922,14043577
2000-04-14,55.811680,57.905834,51.623371,51.623371,41.441597,13939677
2000-04-17,46.753239,55.519474,46.753239,54.058434,43.396389,4852293
2000-04-18,55.884731,56.834408,53.620125,55.811680,44.803833,4578933
2000-04-19,59.887978,60.969147,57.857136,57.930187,46.504505,4580097
2000-04-20,58.456161,59.172070,57.740253,58.412331,46.891556,5473723
2000-04-21,58.412331,58.412331,58.412331,58.412331,46.891556,0
2000-04-24,58.412331,58.412331,58.412331,58.412331,46.891556,0
2000-04-25,54.788956,56.980511,54.058434,54.715900,43.924179,1556669
2000-04-26,58.441551,60.326290,57.053562,59.128239,47.466259,2231562
2000-04-27,59.376614,59.376614,53.824669,54.511356,43.759979,2425466
2000-04-28,59.902588,63.409081,58.441551,62.824669,50.433636,3549392
2000-05-01,63.204536,64.139603,62.327915,63.409081,50.902779,636464
2000-05-02,63.569798,67.207787,62.094147,65.834404,52.849754,3581013
2000-05-03,64.271095,66.915573,63.920444,65.016228,52.192951,1309684
2000-05-04,63.584408,65.600639,62.240250,62.678562,50.316349,1346690
2000-05-05,62.225639,63.555187,61.509731,63.555187,51.020073,998741
2000-05-08,64.285706,64.826286,60.413952,61.363628,49.260761,1580656
2000-05-09,58.076290,59.113628,57.564926,58.076290,46.621792,3283129
2000-05-10,55.534084,58.003239,54.496746,55.212654,44.322960,2629061
2000-05-11,52.948044,58.441551,51.136356,54.204536,43.513672,5159205
2000-05-12,54.788956,57.769474,54.204536,56.980511,45.742134,3553567
2000-05-15,56.834408,57.141228,56.103889,56.688305,45.507557,1778223
2000-05-16,59.142849,62.386356,58.441551,62.386356,50.081772,1968325
2000-05-17,62.386356,62.386356,60.662331,61.948044,49.729908,2509858
2000-05-18,59.215900,63.701290,59.215900,63.555187,51.020073,1550033
2000-05-19,62.605511,64.870117,58.076290,58.090900,46.633518,3866888
2000-05-22,57.491875,59.902588,52.670448,52.670448,42.282158,3232767
2000-05-23,54.774342,55.957787,53.327915,53.663956,43.079708,2795075
2000-05-24,51.574669,54.043823,50.844151,53.327915,42.809940,3595797
2000-05-25,53.912331,57.769474,53.474018,55.227264,44.334686,3361929
2000-05-26,54.058434,56.337654,53.181812,55.592525,44.627907,2215410
2000-05-29,56.323044,56.980511,53.766228,54.774342,43.971088,1318308
2000-05-30,55.490253,56.103889,54.438305,54.803562,43.994549,1850601
2000-05-31,57.725643,58.368500,56.600643,57.652592,46.281654,3452269
2000-06-01,57.725643,58.368500,56.600643,57.652592,46.281654,3452295
2000-06-02,61.378239,66.404213,59.931808,66.374992,53.283718,5508970
2000-06-05,66.053566,66.477264,62.824669,64.168823,51.512684,2806291
2000-06-06,63.628239,64.285706,63.160706,63.730511,51.160812,1555263
2000-06-07,52.758110,59.157459,52.743500,57.623367,46.258202,7199053
2000-06-08,59.084408,63.189926,58.426941,60.779213,48.791615,5797039
2000-06-09,61.392849,66.009735,61.392849,64.329536,51.641705,3334271
2000-06-12,64.329536,64.329536,64.329536,64.329536,51.641705,0
2000-06-13,62.970772,63.847393,61.188305,61.290577,49.202122,2758722
2000-06-14,62.824669,63.555187,61.027588,61.787331,49.600899,3164323
2000-06-15,61.349018,61.509731,57.871746,59.624992,47.865040,5273645
2000-06-16,60.063305,62.459408,59.639603,60.487003,48.557030,9267584
2000-06-19,60.779213,61.217525,59.464279,59.975639,48.146538,3691201
2000-06-20,62.254864,65.644470,62.240250,64.899345,52.099129,6279778
2000-06-21,65.732132,70.275963,65.206161,68.478889,54.972675,9317474
2000-06-22,68.288956,70.495117,67.061676,69.779213,56.016521,3583683
2000-06-23,67.514603,70.495117,67.499992,68.668823,55.125134,3003342
2000-06-26,67.295448,68.814926,67.280838,67.865250,54.480053,2460470
2000-06-27,68.537331,72.219147,68.376617,69.545448,55.828869,5008559
2000-06-28,68.610382,70.451286,68.610382,70.422066,56.532597,2840581
2000-06-29,70.290573,70.392845,65.381485,66.258110,53.189892,4871602
2000-06-30,65.016228,67.792198,64.870117,65.775963,52.802841,2309384
2000-07-03,66.915573,67.573044,63.409081,64.724014,51.958374,30046
2000-07-04,65.030838,65.176941,63.788952,64.650963,51.899727,1993581
2000-07-05,64.636353,65.264603,61.363628,61.655834,49.495335,36754
2000-07-06,59.975639,63.029213,59.172070,61.217525,49.143471,42161
2000-07-07,62.897720,65.454536,62.459408,64.797066,52.017010,29698
2000-07-10,67.207787,67.207787,67.207787,67.207787,53.952267,27835
2000-07-11,66.915573,68.230507,66.594147,67.573044,54.245476,2568514
2000-07-12,66.053566,68.303558,65.892845,68.128235,54.691170,2460167
2000-07-13,68.756485,69.691551,68.157455,68.566551,55.043041,32715
2000-07-14,69.253235,72.029213,69.034081,71.298691,57.236305,3610239
2000-07-17,72.160706,74.001617,71.737007,73.490250,58.995621,4335731
2000-07-18,73.928558,74.147720,70.100639,70.597389,56.673321,3367130
2000-07-19,69.837654,70.597389,67.426941,69.384727,55.699848,7092331
2000-07-20,68.099014,70.787331,66.623367,70.714279,56.767162,4925057
2000-07-21,70.042198,70.495117,68.595772,68.887978,55.301075,5264611
2000-07-24,67.923691,68.654213,66.331161,66.331161,53.248539,1810290
2000-07-25,65.761353,68.595772,65.556808,67.499992,54.186832,1891325
2000-07-26,68.654213,68.887978,65.469147,65.600639,52.662086,1564676
2000-07-27,60.939926,66.082787,60.340900,60.939926,48.920624,3996841
2000-07-28,58.441551,62.225639,58.412331,58.441551,46.915009,5798180
2000-07-31,59.668823,61.173695,59.347397,60.998367,48.967541,3151730
2000-08-01,63.686680,63.920444,61.275967,61.363628,49.260761,2283831
2000-08-02,61.349018,62.313305,58.660706,60.121746,48.263817,2085981
2000-08-03,59.887978,59.887978,52.086033,53.693176,43.103168,11543020
2000-08-04,55.943172,57.857136,54.277592,54.496746,43.748253,6212429
2000-08-07,55.490253,56.103889,53.853889,54.409084,43.677876,2773711
2000-08-08,53.474018,54.350643,52.991875,53.780838,43.173538,3312671
2000-08-09,54.555187,58.120121,54.365253,56.907459,45.683491,5847248
2000-08-10,56.249992,57.637978,55.110382,55.446423,44.510612,3975116
2000-08-11,55.139603,55.724018,54.336033,54.788956,43.982822,2284059
2000-08-14,56.264603,58.047070,56.103889,57.564926,46.211288,2192481
2000-08-15,58.456161,59.391228,58.017849,58.514603,46.973652,3258708
2000-08-16,58.806808,60.560059,58.368500,60.063305,48.216904,4043911
2000-08-17,61.349018,62.459408,60.925316,62.006485,49.776829,3477731
2000-08-18,62.737003,66.038956,62.532459,64.402588,51.700348,5858434
2000-08-21,65.264603,65.746742,62.532459,64.577911,51.841087,2652085
2000-08-22,64.285706,65.892845,64.139603,65.819794,52.838028,2455650
2000-08-23,66.316551,66.462654,61.948044,64.870117,52.075653,3374653
2000-08-24,65.775963,67.207787,65.775963,66.740250,53.576935,2672139
2000-08-25,67.061676,67.061676,63.701290,63.701290,51.137356,2378170
2000-08-28,64.636353,65.001617,63.555187,64.241875,51.571320,1349245
2000-08-29,64.285706,64.329536,62.839275,63.146095,50.691673,1939510
2000-08-30,62.094147,64.577911,61.743500,62.605511,50.257706,2976854
2000-08-31,61.524342,62.503239,61.509731,62.137978,49.882385,3080137
2000-09-01,63.336033,67.412331,62.678562,66.477264,53.365818,7929426
2000-09-04,66.506485,69.472389,66.506485,69.399338,55.711567,4560317
2000-09-05,69.413956,71.517845,67.689926,69.165573,55.523911,5739204
2000-09-06,67.529213,68.668823,64.285706,64.724014,51.958374,4606517
2000-09-07,62.912331,65.892845,61.948044,65.790573,52.814571,4117139
2000-09-08,66.477264,66.842522,62.824669,63.409081,50.902779,2830041
2000-09-11,62.108757,63.482136,61.582783,63.438305,50.926243,2199257
2000-09-12,61.670444,62.824669,60.779213,62.167198,49.905838,3221954
2000-09-13,61.202915,62.225639,57.974018,59.873367,48.064430,5916475
2000-09-14,61.056808,64.139603,60.779213,62.590900,50.245972,5289934
2000-09-15,63.175316,63.452915,59.785706,60.487003,48.557030,3401278
2000-09-18,59.025967,61.874992,58.251617,59.902588,48.087883,3649321
2000-09-19,59.522720,60.706161,58.003239,58.441551,46.915009,6535555
2000-09-20,61.275967,61.290577,58.456161,58.865253,47.255146,4305429
2000-09-21,59.172070,59.873367,56.834408,58.076290,46.621792,3634332
2000-09-22,52.743500,56.118500,50.844151,55.154213,44.276035,17354159
2000-09-25,55.534084,57.915577,55.227264,55.724018,44.733459,6877983
2000-09-26,54.073044,54.774342,52.305187,52.597397,42.223515,4629445
2000-09-27,52.948044,54.935059,52.597397,52.889603,42.458080,4646899
2000-09-28,54.043823,54.350643,51.793823,54.014603,43.361198,4944769
2000-09-29,55.212654,55.913956,53.766228,54.935059,44.100109,3044546
2000-10-02,51.881489,53.430187,50.303566,51.589279,41.414234,15306643
2000-10-03,50.069798,52.436680,49.821423,51.282459,41.167923,8406689
2000-10-04,53.035706,53.590900,51.735382,53.181812,42.692665,5877188
2000-10-05,54.599018,56.644474,54.189926,56.162331,45.085320,7695483
2000-10-06,54.087654,55.081161,51.150967,52.012981,41.754360,11305791
2000-10-09,51.150967,51.428566,49.017853,49.470772,39.713551,4929711
2000-10-10,50.259731,50.698044,47.995125,48.199669,38.693157,10158320
2000-10-11,45.862007,46.139603,43.465904,43.553566,34.963413,7827033
2000-10-12,45.219151,47.001617,42.808437,45.292202,36.359135,7153677
2000-10-13,43.816551,48.608761,43.115253,48.374992,38.833900,6397092
2000-10-16,50.420448,51.866875,49.105515,49.193176,39.490715,4800830
2000-10-17,47.118500,47.264603,42.735386,43.319798,34.775745,11057064
2000-10-18,40.178566,42.194798,35.357140,41.464279,33.286205,21545424
2000-10-19,42.063305,46.022720,40.909084,44.415577,35.655411,9317754
2000-10-20,47.323048,48.506489,44.342525,47.060059,37.778316,13876702
2000-10-23,47.323048,48.506489,45.146099,48.141228,38.646233,4068406
2000-10-24,46.840904,50.113628,46.607136,49.017853,39.349964,4777422
2000-10-25,46.592525,47.103889,44.576294,45.730515,36.710991,5494652
2000-10-26,43.991879,47.337654,43.758110,46.271099,37.144955,4298037
2000-10-27,48.199669,49.675320,46.022720,46.168823,37.062862,3638096
2000-10-30,47.103889,47.249992,43.538956,44.634735,35.831341,4738614
2000-10-31,44.576294,47.337654,44.561684,47.060059,37.778316,4039377
2000-11-01,48.374992,49.163956,44.488628,47.045448,37.766579,8217030
2000-11-02,47.060059,49.090900,45.730515,47.498371,38.130173,6842118
2000-11-03,47.790577,49.967525,47.001617,49.339279,39.608002,6488055
2000-11-06,49.806812,51.121746,49.529213,50.405838,40.464195,5536882
2000-11-07,50.391228,50.405838,46.826290,47.425320,38.071529,8046603
2000-11-08,47.396095,48.024345,45.014603,45.058434,36.171474,5992722
2000-11-09,43.831161,43.904217,42.077915,43.042202,34.552906,7351071
2000-11-10,41.946423,42.808437,37.870125,39.214279,31.479975,10834688
2000-11-13,37.972397,39.155838,36.014606,37.271099,29.920048,6755125
2000-11-14,41.639606,41.639606,39.506489,40.163956,32.242348,7240054
2000-11-15,41.215904,41.274345,37.475643,40.996750,32.910873,6816588
2000-11-16,40.777592,40.879864,37.767853,39.433437,31.655901,6393601
2000-11-17,37.680191,38.425320,36.233761,37.680191,30.248451,8402104
2000-11-20,37.855515,38.352268,33.399345,35.137981,28.207647,7224996
2000-11-21,35.225643,37.037334,33.530838,34.933437,28.043442,6060687
2000-11-22,34.860386,35.780838,32.435059,34.042202,27.327995,4756478
2000-11-23,34.261360,35.254864,33.457787,33.457787,26.858843,2836748
2000-11-24,34.480515,37.548695,33.457787,36.657463,29.427444,6667037
2000-11-27,38.717525,40.675320,37.694801,38.571423,30.963907,7747364
2000-11-28,37.285709,37.431812,35.649345,36.233761,29.087303,5121424
2000-11-29,34.685059,38.425320,33.749996,37.694801,30.260183,6874697
2000-11-30,34.334412,35.649345,34.202915,35.225643,28.278023,7277904
2000-12-01,35.386360,37.402592,34.334412,36.584412,29.368799,7172020
2000-12-04,35.780838,36.087658,33.603889,33.764606,27.105146,4893230
2000-12-05,34.977268,38.688305,34.845776,38.571423,30.963907,9907334
2000-12-06,41.639606,42.574669,39.594151,41.581161,33.380035,14678186
2000-12-07,39.871750,41.186684,37.928566,38.980515,31.292315,8838505
2000-12-08,39.462658,42.925320,39.228889,41.055187,32.957790,8453163
2000-12-11,43.086033,45.555187,42.150967,45.321423,36.382587,6872781
2000-12-12,45.657459,47.264603,43.948048,44.970772,36.101105,10052847
2000-12-13,43.670448,43.685059,39.594151,40.120125,32.207153,11423652
2000-12-14,40.310059,40.324669,37.548695,39.009735,31.315762,9023374
2000-12-15,36.686684,39.009735,36.233761,36.248371,29.099035,6302570
2000-12-18,36.540581,38.396099,35.137981,35.415581,28.430498,4929780
2000-12-19,35.576294,37.256489,34.349022,36.847397,29.579920,5337777
2000-12-20,35.094151,36.087658,33.969151,34.626617,27.797146,7524030
2000-12-21,33.457787,36.014606,33.092529,35.503242,28.500870,3966356
2000-12-22,35.795448,36.525970,35.064930,36.233761,29.087303,2528474
2000-12-25,36.233761,36.233761,36.233761,36.233761,29.087303,0
2000-12-26,36.233761,36.233761,36.233761,36.233761,29.087303,0
2000-12-27,36.891228,36.891228,34.334412,35.503242,28.500870,2228756
2000-12-28,35.824669,36.438309,34.334412,36.438309,29.251514,3735013
2000-12-29,36.365253,36.862007,35.342529,35.342529,28.371849,1861346
2001-01-01,35.342529,35.342529,35.342529,35.342529,28.371849,0
2001-01-02,34.714279,35.357140,32.011360,32.011360,25.697702,3921730
2001-01-03,31.952917,31.952917,29.586035,30.740255,24.677298,5657618
2001-01-04,38.293827,38.469151,35.649345,37.767853,30.318825,19006408
2001-01-05,37.256489,40.909084,36.891228,39.024345,31.327497,10238195
2001-01-08,37.694801,38.863632,36.160709,36.891228,29.615103,5642081
2001-01-09,38.629864,38.907463,37.037334,38.483761,30.893534,5953640
2001-01-10,38.425320,38.644474,36.467525,38.103889,30.588589,5847414
2001-01-11,38.732140,40.456161,37.782463,40.003242,32.113331,9561191
2001-01-12,41.785709,43.538956,41.318176,43.086033,34.588089,11243575
2001-01-15,42.384735,43.173695,40.193176,41.274345,33.133728,3893325
2001-01-16,41.537331,41.537331,38.936684,40.032463,32.136776,6276219
2001-01-17,42.676941,44.181812,41.420448,43.801941,35.162800,15891364
2001-01-18,46.183434,47.045448,42.589279,42.896099,34.435619,17924164
2001-01-19,45.993500,46.899345,44.488628,44.663956,35.854797,15637777
2001-01-22,44.006489,46.022720,42.224018,43.714279,35.092426,6580112
2001-01-23,43.056812,43.392853,41.785709,43.202915,34.681919,6449178
2001-01-24,44.561684,47.220772,44.269474,45.701290,36.687534,13330048
2001-01-25,45.701290,46.753239,43.407463,45.818176,36.781364,10063730
2001-01-26,43.261356,44.284084,43.012981,43.173695,34.658463,8239920
2001-01-29,42.969151,43.816551,42.896099,43.012981,34.529442,2632031
2001-01-30,43.962654,44.605515,43.465904,44.313305,35.573311,8122303
2001-01-31,43.860386,45.073048,42.866879,44.839279,35.995544,6233920
2001-02-01,44.284084,45.511356,43.188305,43.465904,34.893036,6022769
2001-02-02,43.465904,43.582787,41.201294,41.931812,33.661514,7385293
2001-02-05,41.069801,41.347397,39.287331,39.740253,31.902205,13651588
2001-02-06,39.594151,39.623371,37.767853,38.805187,31.151564,9911372
2001-02-07,38.162331,38.790581,37.256489,37.913956,30.436113,6207911
2001-02-08,37.694801,39.784084,37.621750,39.155838,31.433054,6459103
2001-02-09,39.141228,39.141228,36.964279,37.797073,30.342291,6309483
2001-02-12,37.241879,37.767853,36.087658,37.694801,30.260183,8275413
2001-02-13,38.074669,39.594151,37.738632,38.439930,30.858349,6090598
2001-02-14,36.540581,37.256489,34.772720,37.095776,29.779306,14147536
2001-02-15,39.433437,41.099018,38.454540,40.646099,32.629379,11796743
2001-02-16,38.732140,39.594151,38.162331,39.301945,31.550346,8541799
2001-02-19,38.878242,39.331161,38.060059,38.147720,30.623774,1657793
2001-02-20,38.220776,39.959412,38.147720,38.951294,31.268852,3625434
2001-02-21,36.774345,37.402592,35.941551,36.964279,29.673744,10402187
2001-02-22,35.810059,36.964279,34.407463,35.342529,28.371849,7327047
2001-02-23,35.707787,36.146099,33.311684,34.188309,27.445282,7823132
2001-02-26,36.540581,37.168827,35.517853,36.774345,29.521273,10029507
2001-02-27,36.949669,37.256489,35.722397,36.029217,28.923103,4318502
2001-02-28,35.050320,35.488632,34.202915,34.641228,27.808872,7049983
2001-03-01,33.560059,33.749996,31.485386,32.128242,25.791527,11504554
2001-03-02,32.230515,34.042202,30.827917,32.259735,25.897083,10068452
2001-03-05,33.647724,35.474022,33.019478,34.991879,28.090361,8817151
2001-03-06,35.795448,39.155838,35.722397,38.790581,31.139835,11265888
2001-03-07,39.433437,40.762981,37.987007,40.163956,32.242348,11527140
2001-03-08,39.857136,40.733761,38.425320,39.287331,31.538614,7025001
2001-03-09,37.840904,38.717525,37.124996,37.987007,30.494761,5564944
2001-03-12,36.233761,36.745125,35.152592,35.649345,28.618153,5883690
2001-03-13,35.342529,37.987007,34.495125,37.913956,30.436113,9540472
2001-03-14,38.732140,39.433437,35.357140,38.410709,30.834888,8709472
2001-03-15,38.498371,38.878242,36.759735,38.279217,30.729326,9082099
2001-03-16,35.254864,36.146099,33.194801,33.603889,26.976131,17089211
2001-03-19,32.887981,34.159084,31.952917,33.443176,26.847113,5600467
2001-03-20,34.334412,35.503242,33.969151,34.524345,27.715044,9529589
2001-03-21,33.282463,34.334412,31.719151,34.334412,27.562567,6260887
2001-03-22,33.034084,34.991879,32.142853,34.670448,27.832327,6140425
2001-03-23,37.607140,38.849022,36.818176,37.811684,30.354012,10778290
2001-03-26,38.381489,39.988632,38.352268,38.892853,31.221941,7340188
2001-03-27,38.264606,38.863632,37.271099,38.863632,31.198483,6041112
2001-03-28,39.594151,39.594151,36.891228,37.183437,29.849678,7298368
2001-03-29,35.926945,37.840904,35.605515,37.329540,29.966961,5138261
2001-03-30,37.022720,38.133114,36.160709,36.818176,29.556456,5150718
2001-04-02,36.525970,36.672073,34.056812,34.772720,27.914431,5408001
2001-04-03,33.297073,33.706165,32.288956,32.303566,25.932272,7493572
2001-04-04,31.426945,34.042202,30.389606,32.829540,26.354506,13233255
2001-04-05,33.165581,35.707787,32.902592,35.576294,28.559511,10333948
2001-04-06,36.964279,37.037334,33.691555,34.728889,27.879238,5349276
2001-04-09,33.618504,35.503242,33.603889,34.188309,27.445282,6655675
2001-04-10,34.451294,36.525970,34.349022,36.511360,29.310158,6816656
2001-04-11,37.095776,40.689930,36.394474,39.521099,31.726274,15313625
2001-04-12,39.082787,39.594151,37.621750,38.469151,30.881804,5067627
2001-04-13,38.469151,38.469151,38.469151,38.469151,30.881804,0
2001-04-16,38.469151,38.469151,38.469151,38.469151,30.881804,0
2001-04-17,37.534084,38.571423,35.722397,37.840904,30.377468,7553050
2001-04-18,40.894474,43.159084,40.251617,43.159084,34.646736,12955987
2001-04-19,41.727268,42.662331,41.274345,42.107136,33.802265,9713157
2001-04-20,43.465904,43.904217,42.092525,43.334412,34.787483,9374905
2001-04-23,42.939930,43.334412,41.347397,41.800320,33.555969,5624902
2001-04-24,41.712658,43.319798,41.128242,42.735386,34.306602,6994817
2001-04-25,41.624992,43.086033,41.288956,42.501617,34.118942,4821980
2001-04-26,42.866879,43.334412,42.063305,43.100643,34.599819,5983893
2001-04-27,42.370125,44.064930,41.858761,43.538956,34.951679,6539183
2001-04-30,43.538956,43.538956,43.538956,43.538956,34.951679,0
2001-05-01,44.795448,45.569798,44.123371,44.634735,35.831341,3928780
2001-05-02,45.642853,45.978889,44.035709,45.774345,36.746178,7743913
2001-05-03,45.014603,46.227264,42.589279,43.977268,35.303543,10235594
2001-05-04,43.115253,43.422073,41.873371,43.173695,34.658463,9247568
2001-05-07,43.831161,44.094151,42.618500,43.319798,34.775745,6668100
2001-05-08,42.881489,42.954540,41.712658,42.516228,34.130676,7522592
2001-05-09,41.683437,42.004864,40.967525,41.230515,33.098545,6218383
2001-05-10,41.347397,44.605515,41.128242,43.977268,35.303543,13688616
2001-05-11,42.691551,43.787331,42.224018,43.144474,34.635006,10025538
2001-05-14,42.793823,42.793823,41.288956,41.362007,33.204105,6736234
2001-05-15,40.558437,40.616879,39.521099,40.324669,32.371365,9915137
2001-05-16,39.623371,40.470776,38.600643,40.032463,32.136776,7511368
2001-05-17,42.092525,43.100643,41.931812,42.501617,34.118942,8612365
2001-05-18,42.165581,43.831161,41.961033,43.831161,35.186256,7541552
2001-05-21,44.094151,44.123371,42.603889,43.977268,35.303543,5265637
2001-05-22,45.277592,47.133110,45.277592,46.607136,37.414719,12609795
2001-05-23,45.365253,46.519474,43.845772,43.962654,35.291817,11040432
2001-05-24,43.524345,44.561684,42.969151,43.392853,34.834396,3932407
2001-05-25,43.407463,43.962654,42.589279,42.881489,34.423889,4506245
2001-05-28,42.866879,43.246746,41.931812,42.589279,34.189316,2742637
2001-05-29,42.603889,42.939930,41.493500,41.610386,33.403488,6713305
2001-05-30,40.616879,40.806812,39.448048,39.886356,32.019493,10104069
2001-05-31,39.433437,40.909084,39.024345,39.813305,31.960850,8326062
2001-06-01,40.017853,41.172073,38.892853,40.412331,32.441723,4458813
2001-06-04,40.412331,40.412331,40.412331,40.412331,32.441723,0
2001-06-05,41.142853,42.063305,40.967525,41.814930,33.567692,5945974
2001-06-06,42.662331,42.852268,41.055187,41.478889,33.297932,6718439
2001-06-07,41.551941,42.633110,40.836033,42.516228,34.130676,5185693
2001-06-08,44.269474,44.853889,43.027592,43.392853,34.834396,7005563
2001-06-11,43.378242,43.378242,42.253242,42.808437,34.365242,3238517
2001-06-12,42.384735,42.735386,39.448048,40.704540,32.676308,9910072
2001-06-13,41.581161,42.691551,41.391228,42.574669,34.177582,5461593
2001-06-14,41.858761,41.858761,39.170448,39.272720,31.526886,12753186
2001-06-15,38.133114,38.849022,35.897720,37.592525,30.178082,13324902
2001-06-18,37.504864,38.717525,37.066551,38.410709,30.834888,5532063
2001-06-19,38.527592,39.637981,36.672073,38.235386,30.694141,9971603
2001-06-20,36.438309,36.452915,34.144478,34.889606,28.008261,17184759
2001-06-21,35.590904,35.590904,33.530838,33.823048,27.152061,9261698
2001-06-22,34.071423,37.373371,33.180191,37.183437,29.849678,9624385
2001-06-25,36.978889,37.753242,36.394474,37.139606,29.814491,3474195
2001-06-26,37.066551,37.066551,35.313309,36.452915,29.263237,6221887
